id,product_name,product_name_en,grocery_store,prep,veg,ingredients,ingredients_en,price_2026,weight_grams,price_per_kg_2026,image_url
41,Wokgroente thaise stijl,Thai-style wok vegetables,DekaMarkt,pre-cut,,"33% witte kool, 25% prei, groene paprika, rode ui, 3% rode peper","33% white cabbage, 25% leek, green bell pepper, red onion, 3% red chili pepper",2.19,400,5.48,https://web-fileserver.dekamarkt.nl/artikelen/165616_1_454203_638242435499509535.png?width=500&height=500&mode=crop
65,Andijvie fijngesneden,Finely sliced endive,DekaMarkt,pre-cut,endive,andijvie,endive,1.45,250,5.80,https://web-fileserver.dekamarkt.nl/artikelen/224517_1_453770_638810229458784917.png?width=500&height=500&mode=crop
44,Macaroni spaghetti groente,Macaroni & spaghetti vegetables,DekaMarkt,pre-cut,,"prei, ui, paprika","leek, onion, bell pepper",1.49,250,5.96,https://web-fileserver.dekamarkt.nl/artikelen/205114_1_472688_638666787520840355.png?width=500&height=500&mode=crop
42,Nasi bami groente,Nasi & bami vegetables,DekaMarkt,pre-cut,,"34% spitskool, 26% prei, 16% taugé, wortel, ui","34% pointed cabbage, 26% leek, 16% bean sprouts, carrot, onion",1.49,250,5.96,https://web-fileserver.dekamarkt.nl/artikelen/224647_1_472691_638810244333754626.png?width=500&height=500&mode=crop
79,Rode bieten geraspt,Grated beetroot,DekaMarkt,pre-cut,beetroot,rode biet (biologisch),grated beetroot (organic),2.39,400,5.98,https://web-fileserver.dekamarkt.nl/artikelen/224635_1_471078_638810244323827141.png?width=500&height=500&mode=crop
78,Sperziebonen voordeel,"Green beans, value pack",DekaMarkt,pre-cut,green beans,sperziebonen,green beans,2.39,400,5.98,https://web-fileserver.dekamarkt.nl/artikelen/165612_1_454194_638276861456938500.png?width=500&height=500&mode=crop
73,Bloemkool roosjes,Cauliflower florets,DekaMarkt,pre-cut,cauliflower,bloemkool,cauliflower,2.49,400,6.23,https://web-fileserver.dekamarkt.nl/artikelen/165561_1_453776_638242435284481145.png?width=500&height=500&mode=crop
72,Broccoli roosjes,Broccoli florets,DekaMarkt,pre-cut,broccoli,broccoli,broccoli,2.49,400,6.23,https://web-fileserver.dekamarkt.nl/artikelen/181642_1_453798_638429034929849234.png?width=500&height=500&mode=crop
189,Fresh & easy Ovengroente zoete aardappelblokjes,Fresh & easy oven veg: sweet potato cubes,DekaMarkt,pre-cut,sweet potato,zoete aardappel,sweet potato,2.49,400,6.23,https://web-fileserver.dekamarkt.nl/artikelen/255047_1_436587_639111483444199659.png
36,Wokgroente japanse stijl,Japanese-style wok vegetables,DekaMarkt,pre-cut,,"rode ui, 18% paksoi, prei, 17% gele wortel, 17% kastanjechampignons, 8% peulen","red onion, 18% pak choi, leek, 17% yellow carrot, 17% chestnut mushrooms, 8% snow peas",2.49,400,6.23,https://web-fileserver.dekamarkt.nl/artikelen/165581_1_453864_638242435427674630.png?width=500&height=500&mode=crop
38,Fresh & easy Wokgroenten oosterse stijl,Fresh & easy Asian-style wok vegetables,DekaMarkt,pre-cut,,"30% taugé, witte kool, rode paprika, prei","30% bean sprouts, white cabbage, red bell pepper, leek",2.59,400,6.48,https://web-fileserver.dekamarkt.nl/artikelen/196030_1_455980_638578410718768224.png?width=500&height=500&mode=crop
37,Oosterse wokgroente,Asian wok vegetables,DekaMarkt,pre-cut,,"rode ui, prei, 21% paksoi, 15% rode paprika, witte kool, 10% sojabonen","red onion, leek, 21% pak choi, 15% red bell pepper, white cabbage, 10% soybeans",2.59,400,6.48,https://web-fileserver.dekamarkt.nl/artikelen/165598_1_454144_638242435489164956.png?width=500&height=500&mode=crop
188,Ovengroenten prei peen champignon,"Oven veg: leek, carrot & mushroom",DekaMarkt,pre-cut,,"20% prei, gele wortel, 17% kastanjechampignons, ui, paprika, 13% broccoli","20% leek, yellow carrot, 17% chestnut mushrooms, onion, bell pepper, 13% broccoli",3.89,600,6.48,https://web-fileserver.dekamarkt.nl/artikelen/244101_1_481052_638972634202521293.png
34,Fijne wokgroente,Finely cut wok vegetables,DekaMarkt,pre-cut,,"21% witte kool, 17% prei, 17% rode paprika, rode ui, broccoli, courgette","21% white cabbage, 17% leek, 17% red bell pepper, red onion, broccoli, zucchini",1.79,250,7.16,https://web-fileserver.dekamarkt.nl/artikelen/224523_1_453804_638810862470895971.png?width=500&height=500&mode=crop
27,Roerbakgroente champignon,Mushroom stir-fry mix,DekaMarkt,pre-cut,,"43% kastanjechampignons, 32% prei, 22% rode ui, peterselie","43% chestnut mushrooms, 32% leek, 22% red onion, parsley",1.79,250,7.16,https://web-fileserver.dekamarkt.nl/artikelen/224520_1_453799_638810238257471279.png?width=500&height=500&mode=crop
39,Wokgroente oosterse stijl sugar snaps,"Asian-style wok vegetables, sugar snaps",DekaMarkt,pre-cut,,"25% rode ui, 25% paksoi, 19% Chinese kool, 16% sugarsnaps, 15% taugé","25% red onion, 25% pak choi, 19% Chinese cabbage, 16% sugar snap peas, 15% bean sprouts",2.99,400,7.48,https://web-fileserver.dekamarkt.nl/artikelen/224636_1_471080_638810244324762322.png?width=500&height=500&mode=crop
29,Roerbakgroente chinese stijl,Chinese-style stir-fry mix,DekaMarkt,pre-cut,,"26% witte kool, prei, 19% sperziebonen, 16% taugé, rode paprika","26% white cabbage, leek, 19% green beans, 16% bean sprouts, red bell pepper",1.89,250,7.56,https://web-fileserver.dekamarkt.nl/artikelen/224522_1_453801_638810862476868590.png?width=500&height=500&mode=crop
31,Roerbakgroente italiaanse stijl,Italian-style stir-fry mix,DekaMarkt,pre-cut,,"24% prei, 19% courgette, ui, 19% rode paprika, wortel","24% leek, 19% zucchini, onion, 19% red bell pepper, carrot",1.89,250,7.56,https://web-fileserver.dekamarkt.nl/artikelen/224531_1_453861_638810241744852129.png?width=500&height=500&mode=crop
68,Gesneden uien,Sliced onions,DekaMarkt,pre-cut,onion,ui,onion,2.29,300,7.63,https://web-fileserver.dekamarkt.nl/artikelen/165617_1_454204_638242435508767254.png?width=500&height=500&mode=crop
63,Spinazie gewassen,Washed spinach,DekaMarkt,pre-cut,spinach,spinazie,spinach,1.69,200,8.45,https://web-fileserver.dekamarkt.nl/artikelen/224549_1_454195_638810229520827558.png?width=500&height=500&mode=crop
192,Fresh & easy Ovenschotel courgette paprika,Fresh & easy oven dish: zucchini & bell pepper,DekaMarkt,pre-cut,,"53% courgette, 26% paprika, ui, kruidenmix (groenten (rode paprika, knoflook, wortel, ui), zout, kruiden (peterselie, tijm, basilicum, marjolein, rozemarijn, oregano, laurierblad), soja-eiwithydrolysaat, dextrose, zonnebloemolie)","53% zucchini, 26% bell pepper, onion, seasoning mix (vegetables (red bell pepper, garlic, carrot, onion), salt, herbs (parsley, thyme, basil, marjoram, rosemary, oregano, bay leaf), soy protein hydrolysate, dextrose, sunflower oil)",3.99,435,9.17,https://web-fileserver.dekamarkt.nl/artikelen/248392_1_487041_639044937407430707.png
190,Fresh & easy Ovenschotel zoete aardappel spruiten,Fresh & easy oven dish: sweet potato & Brussels sprouts,DekaMarkt,pre-cut,,"60% zoete aardappel, 39% spruiten, kruidenmix (groenten (rode paprika, knoflook, wortel, ui), zout, kruiden (peterselie, tijm, basilicum, marjolein, rozemarijn, oregano, laurierblad), soja-eiwithydrolysaat, dextrose, zonnebloemolie)","60% sweet potato, 39% Brussels sprouts, seasoning mix (vegetables (red bell pepper, garlic, carrot, onion), salt, herbs (parsley, thyme, basil, marjoram, rosemary, oregano, bay leaf), soy protein hydrolysate, dextrose, sunflower oil)",3.99,415,9.61,https://web-fileserver.dekamarkt.nl/artikelen/248390_1_487039_639044937398540725.png
77,Sperziebonen,Green beans,DekaMarkt,pre-cut,green beans,sperziebonen,green beans,1.95,200,9.75,https://web-fileserver.dekamarkt.nl/artikelen/224548_1_454193_638810229521753730.png?width=500&height=500&mode=crop
191,Fresh & easy Ovenschotel pompoen wortel,Fresh & easy oven dish: pumpkin & carrot,DekaMarkt,pre-cut,,"40% pompoen, 29% gele wortel, ui, kruidenmix (groenten (rode paprika, knoflook, wortel, ui), zout, kruiden (peterselie, tijm, basilicum, marjolein, rozemarijn, oregano, laurierblad), soja-eiwithydrolysaat, dextrose, zonnebloemolie)","40% pumpkin, 29% yellow carrot, onion, seasoning mix (vegetables (red bell pepper, garlic, carrot, onion), salt, herbs (parsley, thyme, basil, marjoram, rosemary, oregano, bay leaf), soy protein hydrolysate, dextrose, sunflower oil)",3.99,405,9.85,https://web-fileserver.dekamarkt.nl/artikelen/248391_1_487040_639044937400403030.png
152,Uien los,Whole onions (loose),DekaMarkt,whole,onion,,,1.38,1000,1.38,https://web-fileserver.dekamarkt.nl/artikelen/227347_1_478206_638839176268237382.png
148,Hollandse Winterpeen,Whole carrots,DekaMarkt,whole,carrot,,,1.49,1000,1.49,https://web-fileserver.dekamarkt.nl/artikelen/213539_1_268882_638768706454371249.png
156,Rode bietjes,Whole beetroot (raw),DekaMarkt,whole,beetroot,,,1.59,1000,1.59,https://web-fileserver.dekamarkt.nl/artikelen/2073_1_268969_638313337318562112.png
157,DekaVers Bio rode kool,Whole red cabbage (organic),DekaMarkt,whole,red cabbage,,,1.79,1000,1.79,
151,Andijvie,Whole endive,DekaMarkt,whole,endive,,,2.18,1000,2.18,https://web-fileserver.dekamarkt.nl/artikelen/213518_1_268376_638732208956175282.png
154,Broccoli,Whole broccoli,DekaMarkt,whole,broccoli,,,2.58,1000,2.58,https://web-fileserver.dekamarkt.nl/artikelen/213521_1_268383_638732199998598953.png
153,Prei,Whole leek,DekaMarkt,whole,leek,,,0.65,250,2.60,https://web-fileserver.dekamarkt.nl/artikelen/193001_1_247973_638768706402457621.png
155,Bloemkool,Whole cauliflower,DekaMarkt,whole,cauliflower,,,1.79,600,2.98,https://web-fileserver.dekamarkt.nl/artikelen/130781_1_268382_638741766754993972.png
150,DekaVers Bio spitskool,Whole pointed cabbage (organic),DekaMarkt,whole,pointed cabbage,,,2.29,500,4.58,
149,Sperziebonen (heel),Whole green beans,DekaMarkt,whole,green beans,,,4.58,1000,4.58,https://web-fileserver.dekamarkt.nl/artikelen/189491_1_268396_638726403877198426.png
92,Jumbo Hutspot grootverpakking,"Jumbo hutspot (carrot & onion), large pack",Jumbo,pre-cut,,"Wortel 60%, ui 40%","carrot 60%, onion 40%",1.99,1000,1.99,https://www.jumbo.com/dam-images/fit-in/360x360/Products/30092024_1727706763036_1727706771328_8718452798667_1.png
105,Jumbo Geschrapte Wortelen grootverpakking,"Jumbo scraped baby carrots, large pack",Jumbo,pre-cut,carrot,wortel,carrot,1.49,500,2.98,https://www.jumbo.com/dam-images/fit-in/360x360/Products/16072024_1721144059237_1721144069729_8718452788637_1.png
93,Jumbo Basis Soepgroente,Jumbo basic soup vegetables,Jumbo,pre-cut,,"Prei 47%, wortel 32%, bloemkool 13%, selderij 8%","leek 47%, carrot 32%, cauliflower 13%, celery 8%",1.25,400,3.13,https://www.jumbo.com/dam-images/fit-in/360x360/Products/26062024_1719412466990_1719412479690_8718452795697_1.png
91,Jumbo Hutspot,Jumbo hutspot (carrot & onion),Jumbo,pre-cut,,"Peen, ui","carrot, onion",1.69,500,3.38,https://www.jumbo.com/dam-images/fit-in/360x360/Products/07022025_1738956791721_1738956797603_8718452797844_1.png
114,Jumbo Paprika Reepjes,Jumbo bell pepper strips,Jumbo,pre-cut,bell pepper,"rode paprika, groene paprika, gele paprika","red bell pepper, green bell pepper, yellow bell pepper",1.89,450,4.20,https://www.jumbo.com/dam-images/fit-in/360x360/Products/30052025_1748619189432_1748619239201_8718452884421_596.png
104,Jumbo Geschrapte Wortelen,Jumbo scraped baby carrots,Jumbo,pre-cut,carrot,wortel,carrot,1.29,300,4.30,https://www.jumbo.com/dam-images/fit-in/360x360/Products/07022025_1738956794292_1738956801021_8718452837380_1.png
100,Jumbo Fijngesneden Boerenkool,Jumbo finely sliced kale,Jumbo,pre-cut,kale,boerenkool,kale,2.19,500,4.38,https://www.jumbo.com/dam-images/fit-in/360x360/Products/30092024_1727706763785_1727706773840_8718452798650_1.png
106,Jumbo Gesneden Andijvie,Jumbo sliced endive,Jumbo,pre-cut,endive,andijvie,endive,1.79,400,4.48,https://www.jumbo.com/dam-images/fit-in/360x360/Products/09072024_1720517665302_1720517671606_8718452797837_1.png
94,Jumbo Fijne Soepgroente,Jumbo finely cut soup vegetables,Jumbo,pre-cut,,"Wortel 35%, prei 30%, bloemkool 20%, selderij 15%","carrot 35%, leek 30%, cauliflower 20%, celery 15%",1.89,400,4.73,https://www.jumbo.com/dam-images/fit-in/360x360/Products/28112024_1732782796643_1732782807824_8718452795727_1.png
111,Jumbo Gesneden Spitskool,Jumbo sliced pointed cabbage,Jumbo,pre-cut,pointed cabbage,spitskool,pointed cabbage,1.99,400,4.98,https://www.jumbo.com/dam-images/fit-in/360x360/Products/07022025_1738956793807_1738956799568_8718452789764_1.png
82,Jumbo Roerbakmix Italiaans grootverpakking,"Jumbo Italian stir-fry mix, large pack",Jumbo,pre-cut,,"Prei 28%, wortel 24%, ui 18%, rode paprika 15%, courgette 15%","leek 28%, carrot 24%, onion 18%, red bell pepper 15%, zucchini 15%",2.99,600,4.98,https://www.jumbo.com/dam-images/fit-in/360x360/Products/11022026_1770798805672_1770798817536_8718452785469_1.png
101,Jumbo Fijngesneden Prei,Jumbo finely sliced leek,Jumbo,pre-cut,leek,prei,leek,1.09,200,5.45,https://www.jumbo.com/dam-images/fit-in/360x360/Products/31052024_1717151660871_1717151667934_8718452826803_1.png
117,Jumbo Spitskool kleinverpakking,"Jumbo pointed cabbage, small pack",Jumbo,pre-cut,pointed cabbage,spitskool,pointed cabbage,1.09,200,5.45,https://www.jumbo.com/dam-images/fit-in/360x360/Products/09082023_1691587287036_1691587299619_8718452303199_1.png
112,Jumbo Gewassen Spinazie,Jumbo washed spinach,Jumbo,pre-cut,spinach,spinazie,spinach,2.19,400,5.48,https://www.jumbo.com/dam-images/fit-in/360x360/Products/08062026_1780907703649_1780907709727_8718452773367_1.png
95,Jumbo Boeren Soepgroente,Jumbo farmhouse soup vegetables,Jumbo,pre-cut,,"bleekselderij 26%, prei 25%, bloemkool 13%, gele wortel 10%, wortel 10%, selderij 9%, rode paprika 7%","celery 26%, leek 25%, cauliflower 13%, yellow carrot 10%, carrot 10%, celery 9%, red bell pepper 7%",2.25,400,5.63,https://www.jumbo.com/dam-images/fit-in/360x360/Products/06062024_1717684632750_1717684645593_8718452795734_1.png
109,Jumbo Gesneden Prei,Jumbo sliced leek,Jumbo,pre-cut,leek,prei,leek,2.29,400,5.73,https://www.jumbo.com/dam-images/fit-in/360x360/Products/29072024_1722270917473_1722270926653_8718452773381_1.png
81,Jumbo Roerbakmix Italiaans,Jumbo Italian stir-fry mix,Jumbo,pre-cut,,"Prei 28%, wortel 24%, ui 18%, rode paprika 15%, courgette 15%","leek 28%, carrot 24%, onion 18%, red bell pepper 15%, zucchini 15%",2.29,400,5.73,https://www.jumbo.com/dam-images/fit-in/360x360/Products/10062024_1718033711837_1718033722088_8718452785452_1.png
99,Jumbo Fijngesneden Andijvie,Jumbo finely sliced endive,Jumbo,pre-cut,endive,andijvie,endive,2.89,500,5.78,https://www.jumbo.com/dam-images/fit-in/360x360/Products/09072024_1720517665981_1720517678678_8718452797851_1.png
103,Jumbo Gebroken Sperziebonen grootverpakking,"Jumbo cut green beans, large pack",Jumbo,pre-cut,green beans,sperziebonen,green beans,3.49,600,5.82,https://www.jumbo.com/dam-images/fit-in/360x360/Products/31052024_1717151660132_1717151666771_8718452773312_1.png
98,Jumbo Fijngesneden Andijvie kleinverpakking,"Jumbo finely sliced endive, small pack",Jumbo,pre-cut,endive,andijvie,endive,1.49,250,5.96,https://www.jumbo.com/dam-images/fit-in/360x360/Products/28092023_1695920239712_1695920261528_8718452309825_1.png
110,Jumbo Gesneden Snijbonen,Jumbo sliced runner beans,Jumbo,pre-cut,runner beans,snijbonen,sliced runner beans,2.39,400,5.98,https://www.jumbo.com/dam-images/fit-in/360x360/Products/29072024_1722270918278_1722270924730_8718452773336_1.png
85,Jumbo Roerbakmix Thaise Stijl,Jumbo Thai-style stir-fry mix,Jumbo,pre-cut,,"Witte kool 33%, groene paprika 24%, prei 24%, rode ui 16%, rode peper 3%","white cabbage 33%, green bell pepper 24%, leek 24%, red onion 16%, red chili pepper 3%",2.39,400,5.98,https://www.jumbo.com/dam-images/fit-in/360x360/Products/29072024_1722270917412_1722270927376_8718452818358_1.png
87,Jumbo Wokgroente Chinees,Jumbo Chinese wok vegetables,Jumbo,pre-cut,,"Broccoli 26,3%, Chinese kool 21%, wortel 21%, rode paprika 19%, ui 12,7%","broccoli 26.3%, Chinese cabbage 21%, carrot 21%, red bell pepper 19%, onion 12.7%",2.39,400,5.98,https://www.jumbo.com/dam-images/fit-in/360x360/Products/29072024_1722270918159_1722270928986_8718452818372_1.png
83,Jumbo Italiaanse Roerbakmix Zonder Ui,"Jumbo Italian stir-fry mix, without onion",Jumbo,pre-cut,,"Prei, rode paprika, wortel, courgette","leek, red bell pepper, carrot, zucchini",2.49,400,6.23,https://www.jumbo.com/dam-images/fit-in/360x360/Products/29072024_1722270917361_1722270928069_8718452786725_1.png
80,Jumbo Roerbakmix Hollands,Jumbo Dutch stir-fry mix,Jumbo,pre-cut,,"Prei, peen, broccoli, rode ui, bloemkool","leek, carrot, broccoli, red onion, cauliflower",2.49,400,6.23,https://www.jumbo.com/dam-images/fit-in/360x360/Products/05062024_1717601667808_1717601679614_8718452786732_1.png
116,Jumbo Roosjesbloemkool,Jumbo cauliflower florets,Jumbo,pre-cut,cauliflower,bloemkool,cauliflower,2.49,400,6.23,https://www.jumbo.com/dam-images/fit-in/360x360/Products/05062024_1717601667270_1717601675390_8718452789719_1.png
115,Jumbo Roosjes Broccoli,Jumbo broccoli florets,Jumbo,pre-cut,broccoli,broccoli,broccoli,2.49,400,6.23,https://www.jumbo.com/dam-images/fit-in/360x360/Products/29072024_1722270916948_1722270926052_8718452789733_1.png
97,Jumbo Biologisch Gesneden Witte Kool,Jumbo organic sliced white cabbage,Jumbo,pre-cut,white cabbage,witte kool (biologisch),white cabbage (organic),1.99,300,6.63,https://www.jumbo.com/dam-images/fit-in/360x360/Products/07062024_1717759995509_1717760003358_8718452829033_1.png
108,Jumbo Gesneden Boerenkool,Jumbo sliced kale,Jumbo,pre-cut,kale,boerenkool,kale,1.99,300,6.63,https://www.jumbo.com/dam-images/fit-in/360x360/Products/03102024_1727962374067_1727962383773_8718452798643_1.png
187,Jumbo Kastanjechampignon & Broccoli Ovengroente,Jumbo oven veg: chestnut mushroom & broccoli,Jumbo,pre-cut,,"20% rode ui, 20% kastanjechampignons, 20% rode paprika, 20% gele wortel, 20% broccoli","20% red onion, 20% chestnut mushrooms, 20% red bell pepper, 20% yellow carrot, 20% broccoli",3.99,600,6.65,https://www.jumbo.com/dam-images/fit-in/360x360/Products/16072024_1721144059380_1721144068884_8718452776566_1.png
186,"Jumbo Ovengroente Courgette, Paprika & Wortel","Jumbo oven veg: zucchini, bell pepper & carrot",Jumbo,pre-cut,,"34% gele wortel, 33% paprika, 33% courgette","34% yellow carrot, 33% bell pepper, 33% zucchini",3.99,600,6.65,https://www.jumbo.com/dam-images/fit-in/360x360/Products/19082024_1724077999041_1724078005948_8718452852178_1.png
89,Jumbo Wokgroenten Oosters,Jumbo Asian wok vegetables,Jumbo,pre-cut,,"Rode ui 20,5%, paksoi 20,5%, prei 20,5%, rode paprika 14,5%, witte kool 14%, sojabonen 10%","red onion 20.5%, pak choi 20.5%, leek 20.5%, red bell pepper 14.5%, white cabbage 14%, soybeans 10%",2.69,400,6.73,https://www.jumbo.com/dam-images/fit-in/360x360/Products/29072024_1722270917040_1722270929650_8718452795291_1.png
84,Jumbo Roerbakmix Provençaals,Jumbo Provençal stir-fry mix,Jumbo,pre-cut,,"Peen, rode paprika, gele peen, broccoli, courgette, rode ui","carrot, red bell pepper, yellow carrot, broccoli, zucchini, red onion",2.99,400,7.48,https://www.jumbo.com/dam-images/fit-in/360x360/Products/24062024_1719239779309_1719239793702_8718452786749_1.png
86,Jumbo Wokgroente Japanse Stijl,Jumbo Japanese-style wok vegetables,Jumbo,pre-cut,,"Rode ui 23%, paksoi 18%, kastanjechampignon 17%, prei 17%, gele wortel 17%, sugarsnaps 8%","red onion 23%, pak choi 18%, chestnut mushroom 17%, leek 17%, yellow carrot 17%, sugar snap peas 8%",2.99,400,7.48,https://www.jumbo.com/dam-images/fit-in/360x360/Products/19062024_1718814836054_1718814845771_8718452818365_1.png
88,Jumbo Wokgroente Shanghai Stijl,Jumbo Shanghai-style wok vegetables,Jumbo,pre-cut,,"Chinese kool 34,7%, rode ui 22,6%, kastanjechampignon 20%, paksoi 17,2%, rode peper 3,2%, knoflook 2,3%","Chinese cabbage 34.7%, red onion 22.6%, chestnut mushroom 20%, pak choi 17.2%, red chili pepper 3.2%, garlic 2.3%",2.99,400,7.48,https://www.jumbo.com/dam-images/fit-in/360x360/Products/26032025_1743006791021_1743006799367_8718452892570_1.png
96,Jumbo Biologisch Gesneden Rode Kool,Jumbo organic sliced red cabbage,Jumbo,pre-cut,red cabbage,rode kool (biologisch),red cabbage (organic),2.29,300,7.63,https://www.jumbo.com/dam-images/fit-in/360x360/Products/05062024_1717601667792_1717601676566_8718452829026_1.png
113,Jumbo Julienne Wortel,Jumbo carrot julienne,Jumbo,pre-cut,carrot,wortel,carrot,1.19,150,7.93,https://www.jumbo.com/dam-images/fit-in/360x360/Products/22082024_1724337260497_1724337269594_8718452788682_1.png
90,Jumbo Wokgroenten Thais,Jumbo Thai wok vegetables,Jumbo,pre-cut,,"Paksoi 25%, rode ui 24%, Chinese kool 19%, sugar snaps 16%, taugé 16%","pak choi 25%, red onion 24%, Chinese cabbage 19%, sugar snap peas 16%, bean sprouts 16%",3.29,400,8.23,https://www.jumbo.com/dam-images/fit-in/360x360/Products/12062024_1718202884168_1718202899448_8718452795253_1.png
102,Jumbo Gebroken Sperziebonen,Jumbo cut green beans,Jumbo,pre-cut,green beans,sperziebonen,green beans,1.99,200,9.95,https://www.jumbo.com/dam-images/fit-in/360x360/Products/31052024_1717151660365_1717151667365_8718452773299_1.png
107,Jumbo Gesneden Boerenkool kleinverpakking,"Jumbo sliced kale, small pack",Jumbo,pre-cut,kale,boerenkool,kale,1.85,150,12.33,https://www.jumbo.com/dam-images/fit-in/360x360/Products/30092024_1727706763738_1727706774034_8718452798636_1.png
158,Jumbo Wortelen 1 kg,Jumbo whole carrots,Jumbo,whole,carrot,,,1.39,1000,1.39,https://www.jumbo.com/dam-images/fit-in/360x360/Products/18092023_1695031625445_1695031631500_8718452265732_1.png
162,Jumbo Biologische Witte Kool 1 Stuk,Jumbo whole organic white cabbage,Jumbo,whole,white cabbage,,,1.99,1200,1.66,https://www.jumbo.com/dam-images/fit-in/360x360/Products/29092023_1695996728185_1695996731917_8718452659616_1.png
161,Jumbo Biologische Rode Kool 1 Stuk,Jumbo whole organic red cabbage,Jumbo,whole,red cabbage,,,1.99,1000,1.99,https://www.jumbo.com/dam-images/fit-in/360x360/Products/29092023_1695996729168_1695996732356_8718452659609_1.png
167,Jumbo Bloemkool,Jumbo whole cauliflower,Jumbo,whole,cauliflower,,,1.85,800,2.31,https://www.jumbo.com/dam-images/fit-in/360x360/Products/12122024_1734014380396_1734014385659_25003697_1.png
164,Jumbo Andijvie 1 Stuk,Jumbo whole endive,Jumbo,whole,endive,,,1.19,500,2.38,https://www.jumbo.com/dam-images/fit-in/360x360/Products/10022026_1770730404430_1770730410809_25031416_1.png
166,Jumbo Broccoli 500 g,Jumbo whole broccoli,Jumbo,whole,broccoli,,,1.35,500,2.38,https://www.jumbo.com/dam-images/fit-in/360x360/Products/03072025_1751538775495_1751538783215_8718452633531_1.png
165,Jumbo Prei,Jumbo whole leek,Jumbo,whole,leek,,,0.59,200,2.95,https://www.jumbo.com/dam-images/fit-in/360x360/Products/18092023_1695059507098_1695059511451_8718452689743_1.png
163,Jumbo Spitskool 2-3 Personen,Jumbo whole pointed cabbage,Jumbo,whole,pointed cabbage,,,1.99,500,3.98,https://www.jumbo.com/dam-images/fit-in/360x360/Products/29092023_1695994884312_1695994889997_8718449012783_1.png
159,Jumbo Sperziebonen 500 g,Jumbo whole green beans,Jumbo,whole,green beans,,,2.39,500,4.78,https://www.jumbo.com/dam-images/fit-in/360x360/Products/18092023_1695031670249_1695031680461_8718452298525_1.png
160,Jumbo Snijbonen 400 g,Jumbo whole runner beans,Jumbo,whole,runner beans,,,2.39,400,5.98,https://www.jumbo.com/dam-images/fit-in/360x360/Products/10102025_1760121168906_1760121173181_8718449025578_1.png
168,Jumbo Paprika Rood,Jumbo whole red bell pepper,Jumbo,whole,bell pepper,,,0.99,150,6.60,https://www.jumbo.com/dam-images/fit-in/360x360/Products/302240_8711715882455_1_T2_129649STK1691482518896.png
